Protein Set,LUMA1,LUMA2,LUMA3,LUMA4,LUMA5,LUMB1,LUMB2,LUMB3,LUMB4,LUMB5,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,ZDRAVI1,ZDRAVI2,ZDRAVI3,ZDRAVI4,ZDRAVI5,ZDRAVI6,ZDRAVI7,ZDRAVI8,ZDRAVI9,ZDRAVI10
STAT1_HUMAN,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA,NA,2.0,NA,NA,11.0,6.0,NA,NA,NA,NA,NA,NA,2.0,3.0,2.0,2.0
DKC1_HUMAN,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,4.0,2.0,NA,NA,NA,NA,NA
HBG2_HUMAN,0.13259669,0.11049724,0.12154697,0.12154697,0.08839779,0.21399178,0.1872428,0.1872428,1.0936214,2.080247,0.1660281,0.1660281,0.14048532,0.10217114,0.05108557,0.07662836,0.05108557,0.05108557,8.255428,0.12771392,0.15325671,0.19157088,0.07662836,0.15325671,2.357599
SRP14_HUMAN,NA,NA,NA,6.0,3.0,5.0,8.0,1.0,NA,8.0,NA,7.0,8.0,4.0,7.0,10.0,4.0,3.0,6.0,14.0,5.0,11.0,11.0,10.0,2.0
IGHM_HUMAN,NA,8.0,NA,NA,NA,NA,NA,NA,NA,1.0,,,,,,,,,,,,,,,
IGHG4_HUMAN,NA,NA,7.0,NA,7.0,,,,,,6.6875,8.5,13.4375,6.8125,13.3125,3.75,2.8125,1.875,NA,3.75,1.875,3.75,2.8125,6.5625,0.9375
EF1D_HUMAN,NA,NA,NA,NA,2.0,NA,1.0,NA,NA,NA,NA,3.0,2.0,NA,6.0,NA,NA,NA,NA,1.0,2.0,NA,NA,NA,NA
TCPE_HUMAN,NA,NA,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,3.0,5.0,6.0,6.0,NA,2.0,4.0,NA,4.0,9.0,1.0,11.0,4.0,1.0
TCPB_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
CYRIB_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,3.0,5.0,5.0,8.0,NA,4.0,NA,NA,5.0,4.0,NA,1.0,NA
EF1G_HUMAN,NA,NA,NA,NA,NA,8.0,NA,NA,1.0,5.0,6.0,10.0,10.0,4.0,2.0,12.0,1.0,7.0,1.0,9.0,9.0,3.0,9.0,8.0,3.0
EVL_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,2.0,NA,NA
NOP58_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,2.0,NA,1.0,NA,NA,NA,2.0,NA
EFHD2_HUMAN,NA,NA,NA,1.0,5.0,NA,5.0,2.0,NA,8.0,NA,NA,NA,3.0,17.0,11.0,NA,5.0,NA,NA,4.0,NA,2.0,7.0,2.0
RS12_HUMAN,1.0,NA,NA,1.0,4.0,NA,15.0,9.0,NA,5.0,NA,5.0,NA,3.0,2.0,5.0,2.0,1.0,4.0,3.0,4.0,NA,2.0,2.0,NA
NUMA1_HUMAN,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,2.0,1.0,NA,NA
RL22_HUMAN,7.0,NA,2.0,8.0,11.0,16.0,5.0,8.0,7.0,14.0,11.0,11.0,12.0,9.0,13.0,20.0,4.0,14.0,17.0,13.0,18.0,12.0,12.0,12.0,7.0
FUBP2_HUMAN,NA,NA,NA,3.0,5.0,NA,3.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,NA,NA
RL5_HUMAN,NA,NA,NA,1.0,14.0,NA,26.0,16.0,3.0,20.0,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK1A1_HUMAN,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,3.0,NA,NA,1.0,NA,NA,4.0,NA
K22O_HUMAN,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSK_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,2.0,3.0,2.0,3.0,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA
IF16_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA
ROA0_HUMAN,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,NA,NA,NA,NA,4.0,5.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0
QCR1_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,2.0,4.0,5.0,3.0,2.0,3.0,NA,NA,1.0,2.0,1.0,NA,NA
MIF_HUMAN,14.0,23.0,12.0,13.0,15.0,16.0,12.0,14.0,12.0,5.0,23.0,15.0,20.0,9.0,9.0,2.0,11.0,2.0,27.0,14.0,19.0,19.0,5.0,5.0,8.0
K2C73_HUMAN,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,2.0,4.0,NA,2.0,NA,5.0,1.0,NA,NA,NA,NA,NA,NA,NA,2.0
ESTD_HUMAN,NA,NA,NA,NA,4.0,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
RL6_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,2.0,NA,2.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA
CISY_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,5.0,NA,3.0,NA,NA,NA,NA,2.0,1.0,2.0,1.0,NA
ATPK_HUMAN,NA,NA,NA,NA,8.0,1.0,NA,NA,NA,2.0,4.0,9.0,10.0,4.0,2.0,4.0,NA,4.0,NA,2.0,10.0,12.0,3.0,4.0,3.0
FBRL_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
RS5_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,11.0,12.0,1.0,NA,1.0,NA,NA,3.0,NA,14.0,4.0,6.0
CDC37_HUMAN,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,2.0,4.0
EF1B_HUMAN,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,1.0,NA,NA,NA,NA,NA,1.0,4.0,6.0,1.0,NA,NA,NA,NA,1.0,NA
DLDH_HUMAN,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA
ABHEB_HUMAN,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,3.0,2.0,1.0,NA,NA,NA,NA,1.0,1.0,2.0,NA,NA,NA
PSB1_HUMAN,NA,NA,NA,NA,9.0,3.0,11.0,13.0,NA,11.0,NA,NA,NA,1.0,2.0,NA,4.0,NA,4.0,NA,NA,NA,NA,NA,NA
ANXA7_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,3.0,1.0,NA,NA,2.0,NA,NA,1.0,NA,NA
ERP29_HUMAN,NA,NA,NA,3.0,12.0,7.0,8.0,7.0,6.0,14.0,NA,4.0,5.0,11.0,9.0,NA,5.0,NA,2.0,3.0,10.0,10.0,NA,14.0,7.0
LYSC_HUMAN,NA,NA,NA,NA,3.0,NA,NA,10.0,NA,15.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB15_HUMAN,NA,NA,4.71875,NA,9.864584,4.666667,NA,NA,4.666667,5.666667,9.985915,3.9718308,3.4788733,9.464788,6.971831,6.4788733,NA,7.9859157,NA,7.4647884,6.4788733,8.9577465,14.9577465,5.0,1.971831
RAB35_HUMAN,NA,NA,4.4025974,NA,8.272727,4.3703704,NA,NA,4.3703704,4.8271604,5.4615383,5.5384617,3.7692308,7.6923075,4.923077,4.923077,NA,4.6923075,NA,6.923077,5.3076925,8.307693,10.615385,1.923077,3.0
PSB8_HUMAN,NA,NA,2.0,1.0,3.0,NA,4.0,NA,NA,3.0,3.0,2.0,1.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,NA
PP1B_HUMAN,NA,NA,NA,NA,NA,2.5526316,2.2894735,NA,NA,1.2894737,NA,NA,0.29411766,1.0,NA,NA,NA,0.29411766,2.8823528,1.0,NA,1.2941177,NA,NA,NA
SMD3_HUMAN,3.0,NA,6.0,2.0,10.0,1.0,7.0,1.0,NA,12.0,2.0,5.0,5.0,6.0,6.0,NA,3.0,10.0,5.0,NA,2.0,6.0,NA,5.0,3.0
SYWC_HUMAN,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HNRH3_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA
RL29_HUMAN,12.0,14.0,11.0,8.0,5.0,3.0,10.0,3.0,5.0,6.0,7.0,5.0,4.0,9.0,5.0,10.0,5.0,9.0,7.0,12.0,2.0,6.0,10.0,6.0,4.0
TCPH_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,3.0,NA,NA,2.0,NA,NA,2.0,NA
ECH1_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,1.0,7.0,NA,NA,2.0,3.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA
OSTF1_HUMAN,NA,NA,NA,NA,11.0,NA,12.0,9.0,NA,10.0,NA,NA,NA,4.0,6.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
PSA5_HUMAN,NA,NA,NA,NA,4.0,NA,12.0,2.0,NA,16.0,NA,NA,NA,NA,1.0,8.0,NA,NA,3.0,4.0,NA,NA,14.0,12.0,2.0
RL31_HUMAN,NA,NA,NA,4.0,4.0,NA,11.0,4.0,3.0,3.0,1.0,NA,NA,1.0,7.0,11.0,1.0,NA,NA,NA,NA,NA,NA,NA,6.0
ETFA_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA
CALM1_HUMAN,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,1.0,NA,NA,NA
RS14_HUMAN,NA,NA,NA,1.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,7.0,7.0,7.0,7.0,1.0,8.0,5.0,2.0,7.0,9.0,9.0,4.0,NA,2.0
RL40_HUMAN,NA,5.0,NA,NA,NA,NA,2.0,4.0,NA,2.0,NA,6.0,2.0,NA,4.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA
GSTO1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA
DEF1_HUMAN,NA,13.0,NA,NA,2.0,NA,NA,NA,1.0,NA,,,,,,,,,,,,,,,
NH2L1_HUMAN,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,4.0,2.0,NA,1.0,NA,1.0,4.0,2.0,NA,1.0,NA,NA
ATPG_HUMAN,1.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,1.0,NA,13.0,4.0,1.0,NA,3.0,NA,1.0,1.0,2.0,3.0,4.0,NA
NOP56_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0
PP1G_HUMAN,NA,NA,NA,NA,NA,0.15789473,0.36842105,NA,NA,1.3684211,NA,NA,0.05882353,NA,NA,NA,NA,1.0588236,0.1764706,NA,NA,0.05882353,NA,NA,NA
F16P1_HUMAN,NA,NA,NA,NA,8.0,NA,6.0,1.0,NA,6.0,,,,,,,,,,,,,,,
IF5A1_HUMAN,NA,NA,NA,NA,2.0,11.0,16.0,7.0,NA,10.0,NA,1.0,NA,1.0,1.0,5.0,NA,2.0,13.0,11.0,2.0,2.0,NA,2.0,2.0
S10A8_HUMAN,8.0,18.0,18.0,11.0,6.0,2.0,2.0,7.0,4.0,13.0,7.0,8.0,7.0,12.0,7.0,6.0,7.0,NA,4.0,6.0,7.0,5.0,10.0,9.0,NA
RL11_HUMAN,NA,NA,3.0,NA,1.0,1.0,1.0,NA,NA,3.0,5.0,3.0,6.0,3.0,3.0,NA,2.0,2.0,NA,1.0,5.0,7.0,3.0,2.0,NA
PSA3_HUMAN,1.0,NA,NA,3.0,3.0,3.0,16.0,9.0,NA,6.0,2.0,NA,NA,4.0,3.0,1.0,2.0,NA,3.0,2.0,3.0,2.0,NA,6.0,2.0
EWS_HUMAN,NA,NA,NA,1.0,2.0,NA,7.0,4.0,NA,NA,NA,NA,NA,NA,2.0,NA,1.0,NA,15.0,2.0,5.0,NA,NA,1.0,NA
BIN2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA
PTCA_HUMAN,NA,2.0,NA,NA,1.0,NA,NA,NA,4.0,NA,NA,NA,4.0,NA,NA,9.0,NA,2.0,NA,NA,1.0,1.0,1.0,3.0,1.0
RBM3_HUMAN,NA,NA,NA,NA,1.0,2.0,2.0,4.0,4.0,9.0,2.0,6.0,NA,NA,20.0,NA,3.0,NA,7.0,10.0,NA,NA,1.0,6.0,5.0
CALR_HUMAN,NA,NA,NA,NA,1.0,NA,1.0,NA,1.0,2.0,NA,1.0,NA,6.0,1.0,1.0,2.0,NA,NA,NA,NA,NA,NA,1.0,NA
SRP09_HUMAN,NA,NA,NA,1.0,8.0,2.0,10.0,NA,NA,11.0,NA,2.0,NA,NA,1.0,NA,2.0,NA,8.0,1.0,2.0,2.0,2.0,7.0,NA
U5S1_HUMAN,NA,NA,NA,NA,2.0,,,,,,NA,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,0.0067873304,NA,NA
RO60_HUMAN,NA,NA,NA,NA,7.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,1.0,3.0,4.0
RS20_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,3.0,NA,NA
CAB39_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,3.0,NA,NA,NA,2.0,3.0,NA,2.0,NA,NA
RS24_HUMAN,NA,NA,NA,NA,6.0,7.0,NA,NA,NA,2.0,1.0,7.0,5.0,3.0,1.0,NA,1.0,6.0,NA,4.0,6.0,4.0,4.0,5.0,1.0
B2MG_HUMAN,NA,NA,NA,1.0,2.0,8.0,2.0,2.0,NA,10.0,6.0,8.0,6.0,NA,NA,NA,6.0,5.0,11.0,14.0,NA,8.0,2.0,15.0,4.0
RFA3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,1.0,NA,NA,2.0,NA,3.0,NA,2.0,NA,5.0,1.0,2.0,NA,1.0,NA
TMA7_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
RBBP4_HUMAN,NA,NA,NA,NA,7.0,7.0,3.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,2.0,NA,NA,NA,NA,NA
CIRBP_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,2.0
GNA13_HUMAN,NA,NA,2.0,2.0,6.0,8.0,NA,3.0,2.0,7.0,7.0,11.0,1.0,9.0,8.0,NA,3.0,7.0,6.0,14.0,9.0,9.0,9.0,13.0,NA
RS15A_HUMAN,NA,NA,NA,NA,4.0,1.0,NA,NA,NA,2.0,1.0,2.0,NA,3.0,4.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,NA,4.0,NA
CX7A2_HUMAN,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,3.0,NA,NA,1.0,5.0,2.0,NA,NA,2.0,NA,2.0,5.0,NA,NA
RS19_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,4.0,1.0,NA,1.0,1.0,4.0,NA,4.0,4.0,NA,2.0,1.0,NA,3.0,NA,7.0
LSM2_HUMAN,NA,NA,NA,NA,2.0,1.0,4.0,NA,NA,4.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA
RL10_HUMAN,NA,NA,NA,NA,2.0,,,,,,,,,,,,,,,,,,,,
LGUL_HUMAN,7.0,3.0,2.0,2.0,4.0,4.0,11.0,6.0,6.0,3.0,NA,2.0,6.0,5.0,8.0,3.0,1.0,1.0,9.0,6.0,14.0,7.0,NA,4.0,NA
PRDX5_HUMAN,NA,NA,NA,NA,1.0,NA,5.0,2.0,NA,1.0,NA,4.0,4.0,NA,2.0,7.0,NA,7.0,1.0,2.0,9.0,2.0,6.0,11.0,4.0
MPCP_HUMAN,1.0,NA,2.0,NA,NA,2.0,NA,1.0,NA,NA,NA,3.0,7.0,8.0,7.0,5.0,7.0,4.0,NA,3.0,3.0,3.0,NA,2.0,NA
SYSC_HUMAN,2.0,NA,NA,2.0,8.0,4.0,7.0,3.0,4.0,3.0,NA,1.0,1.0,7.0,4.0,7.0,1.0,4.0,NA,2.0,8.0,5.0,8.0,7.0,8.0
MYH13_HUMAN,NA,0.0015789473,0.00052631577,NA,0.0026315788,0.0027654867,NA,0.0011061947,0.00055309734,NA,0.00041373604,0.001241208,0.0008274721,0.0016549441,0.0028961522,0.001241208,0.0008274721,0.0016549441,0.00041373604,0.00041373604,0.0020686802,0.0016549441,1.0033098,0.0020686802,NA
MYL1_HUMAN,NA,NA,NA,NA,NA,NA,NA,2.0,NA,6.0,NA,NA,1.0,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,5.0,NA,NA
NAGK_HUMAN,NA,NA,NA,NA,3.0,NA,2.0,NA,NA,NA,,,,,,,,,,,,,,,
APT_HUMAN,NA,NA,NA,2.0,NA,5.0,15.0,NA,3.0,3.0,NA,3.0,4.0,1.0,NA,1.0,NA,4.0,NA,NA,NA,4.0,3.0,NA,1.0
TRAP1_HUMAN,6.0,12.0,9.0,7.0,6.0,7.0,4.0,8.0,3.0,6.0,5.0,10.0,10.0,9.0,9.0,14.0,10.0,9.0,8.0,10.0,13.0,7.0,16.0,14.0,6.0
RS26_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,9.0,2.0,2.0,1.0,3.0,NA,NA,NA,NA,6.0,NA,1.0
PCNP_HUMAN,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA
PABP1_HUMAN,NA,NA,NA,NA,8.0,NA,NA,1.0,NA,NA,NA,NA,NA,2.0,4.0,NA,NA,NA,NA,NA,1.0,3.0,NA,NA,NA
RU2A_HUMAN,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA
ARF6_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
COPD_HUMAN,NA,NA,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,6.0,12.0,2.0,2.0,NA,NA,NA,NA,3.0,6.0,NA,NA,2.0,NA
NTF2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
CPZIP_HUMAN,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,2.0,NA,NA
SH3K1_HUMAN,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,2.0,4.0,NA,NA
SQOR_HUMAN,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,2.0,NA
SC22B_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,1.0
RL23A_HUMAN,NA,NA,NA,2.0,8.0,NA,12.0,2.0,6.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,11.0,NA,NA,NA,NA,3.0,2.0
THIM_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,2.0,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNN3_HUMAN,NA,NA,NA,NA,0.025316456,NA,NA,NA,NA,NA,NA,NA,0.010989011,0.010989011,0.021978023,0.032967035,0.010989011,NA,NA,NA,1.0,NA,NA,NA,NA
CATD_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA
PSIP1_HUMAN,NA,NA,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,2.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
CP250_HUMAN,3.0,5.0,8.0,5.0,2.0,3.0,5.0,3.0,NA,8.0,8.0,6.0,NA,9.0,7.0,10.0,2.0,5.0,7.0,5.0,4.0,5.0,9.0,3.0,3.0
ELAV1_HUMAN,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,1.0,NA,3.0,NA,8.0,1.0,NA,1.0,1.0,NA,2.0,8.0,5.0,NA,NA,NA
ANXA4_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
RS21_HUMAN,1.0,NA,NA,4.0,7.0,4.0,15.0,7.0,4.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,2.0,NA,1.0,NA,1.0,1.0
PUR8_HUMAN,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
ECHA_HUMAN,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,3.0,2.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA
SEPT1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,1.0,1.0,NA,NA,NA,NA,4.0,NA,NA
PYGB_HUMAN,NA,NA,NA,NA,2.0,,,,,,NA,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX1_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP1B1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,1.0,4.0,1.0,NA,NA,NA
RB11A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,3.0,2.0,2.0,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUVB1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA
2AAA_HUMAN,NA,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,3.0,2.0,NA,NA,1.0,NA
ACADV_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,6.0,2.0,1.0,2.0,NA,NA,NA,NA,3.0,3.0,1.0,NA,NA
ZAP70_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,8.0,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,4.0,NA
UB2V1_HUMAN,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,2.0,NA
ABRAL_HUMAN,NA,NA,NA,NA,7.0,1.0,9.0,5.0,5.0,9.0,NA,NA,NA,5.0,6.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA
PYM1_HUMAN,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
GNPI1_HUMAN,NA,NA,NA,NA,1.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
GSTM5_HUMAN,NA,NA,NA,NA,5.0,NA,NA,1.0,NA,1.0,,,,,,,,,,,,,,,
SH3L1_HUMAN,1.0,NA,NA,NA,NA,1.0,4.0,4.0,2.0,3.0,NA,2.0,1.0,NA,1.0,NA,1.0,NA,NA,9.0,4.0,4.0,1.0,1.0,NA
CAC1S_HUMAN,16.0,5.0,14.0,16.0,6.0,15.0,16.0,6.0,2.0,15.0,13.0,16.0,18.0,5.0,6.0,10.0,16.0,14.0,16.0,12.0,15.0,18.0,8.0,11.0,5.0
AT1A1_HUMAN,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,NA,NA,NA,NA,NA,1.0,2.0,NA,NA,NA,NA
HINT1_HUMAN,NA,NA,NA,NA,NA,NA,NA,3.0,NA,2.0,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA
CBR3_HUMAN,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
COPG1_HUMAN,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,4.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,5.0,NA
DPP2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCAR2_HUMAN,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,3.0,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,2.0,2.0,NA
FKBP3_HUMAN,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
CHM4B_HUMAN,NA,NA,NA,2.0,NA,,,,,,,,,,,,,,,,,,,,
